Belair Primary School OSHC/Vac,-35.0003489,138.6233009
Bellevue Heights Primary School OSHC,-35.028943,138.588927
Berri Primary School OSHC/Vac,-34.281694,140.5932827
Birdwood Primary School OSHC/Vac,-34.8202438,138.9551038
Black Forest PS OSHC/Vac,-34.9607527,138.5728988
Blackfriars Priory School OSHC/Vac,-34.894854,138.594895
Blackwood Primary School OSHC/Vac,-35.026281,138.60658
Blakeview Primary School OSHC/Vac,-34.6871626,138.6997819
Blyth PS OSHC,-33.8455065,138.4902858
Braeview Primary School OSHC/Vac,-35.081621,138.553602
Bridgewater PS OSHC/Vac,-35.0048077,138.7613829
Brighton Primary School OSHC/Vac,-35.015794,138.523515
Brompton PS OSHC/Vac,-34.8943596,138.5824716
Burnside Primary School OSHC/Vac,-34.9363057,138.6615973
Burra Community School OSHC/Vac,-33.677806,138.937886
Burton Primary School OSHC/Vac,-34.741195,138.5987835
Callington Primary School OSHC,-35.1146695,139.0390724
Calvary Lutheran Primary School OSHC,-35.1364665,138.510797
Cedar College Out of School Hours Care,-34.8550678,138.632573
Ceduna Community Children's Centre OSHC/Vac,-32.123461,133.676196
Charles Campbell College OSHC/Vac,-34.8744182,138.6727389
Christ the King School OSHC,-35.0091179,138.5378491
Christian Brothers College Junior School OSHC/Vac,-34.9279163,138.6130634
Christies Beach PS OSHC/Vac,-35.137963,138.47913
Clapham Primary School OSHC/Vac,-34.9940601,138.604347
Clare Primary School OSHC/Vac,-33.8410907,138.6167711
Clovelly Park Primary School OSHC/Vac,-34.997842,138.567064
Coach Road Child Care Centre OSHC at Tat,-35.2206118,138.5231853
Cobbler Creek OSHC/Vac - Golden Grove PS,-34.7883024,138.706119
Colonel Light Gardens Primary School OSHC/Vac,-34.9875818,138.5969368
Coober Pedy Area School OSHC,-29.0134312,134.7498736
Copper Coast Sport & Leisure Centre OSHC,-33.959088,137.706158
Coromandel Valley PS OSHC/Vac,-35.03334,138.626133
Cowandilla Primary School OSHC/Vac,-34.9340199,138.5593159
Crafers - Mt Lofty Area OSHC,-34.993392,138.71283
Craigburn Primary School OSHC/Vac,-35.0575373,138.6168016
Craigmore Christian School OSHC/Vac,-34.707342,138.705623
Craigmore YMCA OSHC/Vac,-34.7080269,138.706538
Darlington Primary School OSHC/Vac,-35.027195,138.547603
Dernancourt Primary School OSHC/Vac,-34.861134,138.672848
Dominican School OSHC,-34.83775,138.484356
East Adelaide OSHC/Vac,-34.904861,138.62734
East Marden Primary School OSHC/Vac,-34.882322,138.65409
East Para Primary School OSHC/Vac,-34.8175878,138.6675327
East Torrens PS - Kidsfun OSHC/Vac,-34.890069,138.666662
Eastern Fleurieu School OSHC/Vac,-35.256008,138.89905
Echunga Primary School OSHC/Vac,-35.0771677,138.7973924
Eden Hills Primary School OSHC/Vac,-35.0210563,138.5959095
Edwardstown Primary School OSHC/Vac,-34.9790572,138.5793374
Elizabeth Grove Primary School OSHC,-34.731923,138.6709361
Elizabeth North Primary School OSHC/Vac,-34.7030062,138.6756238
Elizabeth Special School OSHC - YMCA,-34.7107128,138.6736908
Emmaus Catholic School Camp Australia OSHC/Vac,-35.104576,138.557984
Emmaus Christian College OSHC,-34.9709989,138.5588617
Encounter Lutheran School OSHC/Vac,-35.5278448,138.6365121
Enfield Primary School OSHC,-34.8659825,138.6022664
Evanston Primary School OSHC,-34.615804,138.734631
Fairview Park Primary School OSHC,-34.7983823,138.7304886
Flagstaff Hill R-7 School OSHC/Vac,-35.0502981,138.5890338
Flaxmill Schools OSHC,-35.1265719,138.5202708
Flinders Park Primary School OSHC/Vac,-34.9113922,138.5486558
Forbes Primary School OSHC/Vac,-34.9773652,138.5573683
Freeling PS OSHC/Vac,-34.4573018,138.8115635
Fulham North PS OSHC,-34.9204675,138.5051409
Galilee Catholic School OSHC/Vac,-35.2679308,138.4703391
Gawler East Primary School OSHC/Vac,-34.5974997,138.7611861
Gawler Sport & Community Centre OSHC/Vac,-34.5971871,138.7401892
Gidja Club Vacation Care,-34.736496,135.862639
Gilles Street Primary School OSHC/Vac,-34.9341567,138.6038272
Glen Osmond Primary School OSHC,-34.957803,138.637283
Glenelg Primary School OSHC/Vac,-34.9874875,138.5238078
Golden Grove Lutheran School OSHC/Vac,-34.7996618,138.6878279
Good Shepherd Lutheran Sch - Para Vista OSHC/Vac,-34.828163,138.667223
Goodwood Primary School OSHC/Vac,-34.9516454,138.589569
Goolwa PS - Southern Fleurieu OSHC/Vac,-35.501262,138.7755212
Grange Primary School OSHC/Vac,-34.902423,138.49588
Gulfview Heights Primary School OSHC,-34.7919406,138.6677461
Gumeracha Primary School OSHC/Vac,-34.8235808,138.8847803
Hackham East Primary School OSHC,-35.141617,138.5332069
Hahndorf Primary School OSHC/Vac,-35.027748,138.80989
Hallett Cove East PS OSHC/Vac,-35.0729953,138.5169364
Hallett Cove School OSHC/Vac,-35.0774317,138.5130354
Hallett Cove South Primary School OSHC,-35.0838183,138.5047809
Hampstead Primary School OSHC,-34.870971,138.626067
Happy Valley Primary School OSHC/Vac,-35.0870983,138.5844476
Hawthorndene Primary School OSHC/Vac,-35.019731,138.640212
Hendon Primary School OSHC/Vac,-34.8729983,138.5114624
Hewett Primary School OSHC,-34.57966,138.748284
Highbury Primary School OSHC/Vac,-34.8476942,138.7092189
Highgate Primary School OSHC/Vac,-34.9636718,138.6236711
Hillcrest Primary School OSHC/Vac,-34.8665869,138.6378783
Holy Family Catholic School OSHC/Vac,-34.782029,138.610143
Imagine Kilburn Kids School Holiday Program,-34.863706,138.589806
Immanuel Lutheran Schl Gawler Camp Australia OSHC,-34.596022,138.7525495
Immanuel Primary School Camp Australia OSHC,-34.9728127,138.5319124
Ingle Farm East Primary School OSHC/Vac,-34.8345345,138.6535787
Ingle Farm Primary School OSHC/Vac,-34.8273499,138.6422504
Inner North East Adelaide YMCA OSHC/Vac,-34.8943,138.616966
Kangarilla/Clarendon OSHC - Kangarilla,-35.0438433,138.6231097
Kapunda PS OSHC/Vac,-34.3249259,138.9201938
Keithcot Kings OSHC,-34.799999,138.677139
Kersbrook Primary School OSHC,-34.7832153,138.8502035
KI CC Kingscote OSHC/Vac,-35.650183,137.6350984
Kidman Park PS OSHC/Vac,-34.913686,138.525189
Kilkenny Primary School OSHC,-34.8913273,138.5539024
Kirinari Community School OSHC,-34.950863,138.610781
Klemzig Primary School OSHC/Vac,-34.876944,138.63769
Largs Bay Primary School OSHC/Vac,-34.8239352,138.4948655
Le Fevre Peninsula PS - Nth Haven Schools OSHC,-34.839759,138.495264
Linden Park Primary School OSHC/Vac,-34.9481861,138.6456698
Littlehampton Primary School OSHC/Vac,-35.0487899,138.8685629
Lobethal PS OSHC/Vac,-34.9011769,138.8717647
Lockleys North Primary School OSHC/Vac,-34.920681,138.537705
Loreto College Junior School OSHC/Vac,-34.927443,138.641174
Loxton District Outside School Hours Care Program,-34.4516513,140.568619
Lyndoch PS OSHC/Vac,-34.6040902,138.8868673
Madison Park Primary School OSHC/Vac,-34.785334,138.6629509
Magill School OSHC/Vac,-34.9142033,138.6794766
Mark Oliphant College (B-12) OSHC,-34.6666323,138.6847908
Marryatville PS - The Red Shed OSHC/Vac,-34.9256779,138.6501329
Mawson Lakes School OSHC/Vac,-34.8086732,138.6149237
McLaren Flat - Willunga PS OSHC,-35.20409,138.585358
McLaren Vale - Willunga PS OSHC,-35.2116315,138.5303386
Meadows PS OSHC/Vac,-35.1821629,138.7562536
Memorial Oval Primary School OSHC/Vac,-33.0328072,137.5659011
Mercedes College OSHC/Vac,-34.976373,138.628606
Midway Road Community House Vac,-34.725388,138.680518
Minda Incorporated Vacation Care,-35.010595,138.554619
Mitcham PS OSHC/Vac,-34.9715659,138.6158827
Modbury CPC-7 OSHC/Vac,-34.82599,138.692125
Modbury South Primary School OSHC/Vac,-34.8400048,138.6966108
Modbury Special School OSHC/Vac,-34.8400048,138.6966108
Modbury West School OSHC/Vac,-34.833258,138.676618
Moonta Area School OSHC,-34.0684787,137.5934134
Morphett Vale East PS OSHC/Vac,-35.1216075,138.5320628
Morphett Vale Primary School OSHC,-35.1093729,138.5167062
Mount Barker Primary School Combined OSHC/Vac,-35.067736,138.853549
Mount Barker South PS OSHC/Vac,-35.0812073,138.8600281
Mount Compass Area School OSHC,-35.3500864,138.6211967
Mount Pleasant PS OSHC,-34.774438,139.053577
Munno Para PS OSHC/Vac,-34.67257,138.6990975
Murray Bridge North OSHC/Vac,-35.1169378,139.2714544
Murray Bridge South PS OSHC/Vac,-35.132201,139.282172
Nailsworth Primary School OSHC/Vac,-34.8820002,138.6039992
Nairne PS OSHC/Vac,-35.0378728,138.902559
Naracoorte PS OSHC/Vac,-36.9526988,140.737679
Nazareth Catholic College OSHC - Findon,-34.8952788,138.532301
Nicolson Avenue PS OSHC/Vac,-33.0282118,137.5413177
Noarlunga Downs Primary School OSHC,-35.1512522,138.4964926
Noarlunga Leisure Centre Vacation Care,-35.1396369,138.4889892
North Adelaide Primary School OSHC/ Vac,-34.904986,138.597563
North Haven School OSHC/ Vac,-34.7889271,138.497535
North Ingle Out of School Hours Care,-34.8203943,138.6474316
Northfield PS OSHC/Vac,-34.8482525,138.6204654
Norton Summit Primary School OSHC,-34.9269412,138.7282953
Norwood Primary School OSHC/Vac,-34.9187073,138.6310458
Nuriootpa - Barossa OSHC/Vac,-34.472887,139.001289
Ocean View College OSHC/Vac,-34.8042902,138.4964568
O'Sullivan Beach PS OSHC/Vac,-35.125516,138.479683
Our Lady of Grace OSHC,-34.9838667,138.5337195
Our Lady of Hope Greenwith OSHC/Vac,-34.7844744,138.7182826
Our Lady of Mount Carmel PS OSHC/Vac,-34.8592086,138.5246608
Our Lady of the Visitation OSHC/Vac,-34.8057833,138.5011847
Our Lady Queen of Peace School Combined OSHC,-34.8807218,138.5213763
Our Saviour Lutheran School OSHC/Vac,-35.07352,138.5890447
